title,performers,event_dates,price,venue,location,contact_information,description,genres,source_url,cluster
Family Preservation Project's 5th Annual Day of Empathy with special guest Chesa Boudin,Special guest musicians from the Lullaby Project,"Monday, March 09, 2026, Doors: 5:30 pm, Show: 6:30 pm",Sliding scale; all proceeds support the Family Preservation Project,Alberta Rose Theatre,"3000 NE Alberta Street, Portland, OR 97211","booking@albertarosetheatre.com, 503.719.6055","The event features a discussion with the Family Preservation Project’s Youth Advisory Council and Chesa Boudin, along with a performance of lullabies written by incarcerated mothers.",Not provided in source.,https://albertarosetheatre.com/event/family-preservation-projects-5th-annual-day-of-empathy-with-special-guest-chesa-boudin/alberta-rose-theatre/portland-oregon/,1
"Dies Irae, Desirée","Maria Finkelmeier, Brady Evan Walker, Supreetha Krishnan, Sarah Beaty, Quinton Gardner, Madeline Tran, Sunny St. Cloud, Sarah Tiedemann, William Pyle, Valdine Ritchie, Chris Whyte","March 13 - 15, 2026",Variable Pricing,The Vault Theater & Event Space,"350 E Main St. Hillsboro, OR 97123","503-345-9590, boxoffice@bagnbaggage.org","Dies Irae, Desirée is a new chamber opera exploring themes of cults and fanaticism in the context of a UFO cult led by a YouTube streamer. The narrative follows the group as they confront various emotions related to their beliefs.",Not provided in source.,https://bagnbaggage.org/event/dies-irae-desiree-2/2026-03-15/,1
GrindHouse disco~glam~metal~punk,Not provided in source.,"January 24, 2026 at 11:30 PM PST",$1.05,Dante's Live,"350 W Burnside St, Portland, OR 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","GrindHouse is an event featuring an amalgamation of disco, glam, metal, and punk music styles, taking place at Dante's Live.","disco, glam, metal, punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-25/,23
2026 Fly Fishing Film Tour,Not provided in source.,"Saturday, March 7, 2026, 7 pm",$32.18,Aladdin Theater,"3017 SE Milwaukie, Portland, OR 97202",Not provided in source.,The 20th Annual Fly Fishing Film Tour (F3T) celebrates two decades of fly fishing adventures through a collection of films highlighting stunning cinematography and stories from the fly fishing community. It's an opportunity for enthusiasts to connect and enjoy the best cinematic storytelling related to the sport.,Film,https://everout.com/portland/events/2026-fly-fishing-film-tour/e219765/,72
BURLY-Q REVUE,Mad Marquis and dancers from the Rose City and beyond,"April 04, 2026 at 10:30 pm PDT",$26.24,Jack London Revue,"529 SW 4th Ave, Portland, OR 97204",info@ticketweb.com,Join us for the latest edition of our late-night cabaret spectacular featuring delightful performances and spontaneous fun.,Not provided in source.,https://www.jacklondonrevue.com/tm-event/burly-q-revue-10/,1
Paw Patrol Live,Not provided in source.,"Eighteenth of January, Two Thousand Twenty-Six at Two O'clock PM",Not provided in source.,Not provided in source.,Not provided in source.,Phone (866) 459 9233,Not provided in source.,Not provided in source.,https://americanarenas.com/events/paw-patrol-live-portland-sunday-january-18-2026-200-pm/,1
Tambuco,Tambuco,"February 22, 2026 3:00pm",$32 – $63,Patricia Reser Center for the Arts,"12625 SW Crescent St Beaverton, OR 97005",Not provided in source.,"Tambuco, renowned for its unique repertoire and vibrant performances using a variety of percussion instruments, is considered a national treasure in Mexico and one of the most dynamic chamber percussion ensembles today.",Not provided in source.,https://thereser.org/event/tambuco/,1
Humbe,Humbe,"Thursday, April 2nd, 2026 at 8:00 PM",Not provided in source.,Roseland Theater,"8 NW 6th Ave, Portland, OR 97209",Not provided in source.,Humbe will be performing live at the Roseland Theater.,Not provided in source.,https://roselandpdx.com/event/humbe/roseland-theater/portland-oregon/,1
Portland Chamber Orchestra: Lion & Lotus,"Portland Chamber Orchestra, White Lotus lion dancers","March 3, 2026, at 7:30 p.m.",$19.50-$64.50,Patricia Reser Center for the Arts,"12625 S.W. Crescent St., Beaverton",thereser.org,"This concert features music by American composers influenced by their Asian heritages, including works that draw on Vietnamese elements and incorporate various Chinese folk music styles, alongside traditional tunes and classical works.","Classical, Folk",https://www.oregonlive.com/events/2026/01/how-portland-classical-music-concerts-are-showcasing-diverse-influences-this-winter.html,233
Beer + Cherry Cheeks + The Gobs + Carny Cumm,"Beer, Cherry Cheeks, The Gobs, Carny Cumm","Sunday, February 15, 8 pm",$12,Swan Dive,"727 SE Grand Ave, Portland, OR 97214",Not provided in source.,"A live music event featuring performances by Beer, Cherry Cheeks, The Gobs, and Carny Cumm at Swan Dive in Portland.",Not provided in source.,https://everout.com/portland/events/beer-cherry-cheeks-the-gobs-carny-cumm/e230578/,1
"Black Portland Stories:  Identity, Belonging, and Becoming",Four panelists,"Friday, February 20, 2026 at 6:30 PM",Not provided in source.,Not provided in source.,"1124 NW 13th Ave, Portland, OR",Not provided in source.,"An evening of storytelling and conversation exploring the history, culture, and lived experiences of Black Portland individuals, highlighting themes of identity, belonging, and personal narratives in the city.",Not provided in source.,https://www.eventbrite.com/e/black-portland-stories-identity-belonging-and-becoming-tickets-1977836618568,1
GrindHouse disco~glam~metal~punk,Not provided in source.,"January 17, 2026, 11:30 PM PST",$1.05,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","GrindHouse is a music event featuring disco, glam, metal, and punk genres.","disco, glam, metal, punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-24/,23
Grandpa Doot's Roadhouse,Not provided in source.,"Sun March 15, 2026, Doors: 06:00 pm / Show: 07:00 pm PDT",$26.24,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","Join some of Portland's best and brightest performers for an evening of burlesque and variety to benefit Abigail Rhys, who is facing medical challenges. The event features burlesque, pole, comedy, drag, and more, followed by the Sinferno Cabaret.","Burlesque, Variety",https://www.danteslive.com/tm-event/grandpa-doots-roadhouse-a-burlesque-variety-benefit-for-abigail-rhys/,234
Cultural Performances at Lan Su Chinese Garden,"Vancouver Jasmine Dance Troupe, International School Portland Chinese Track, Hua Yuan Art Group, Lighting Hand, Mulan Drum Team, Portland Chinese Dance Troupe, Vietnamese Community Of Clark County, YZ Dance Studio, MeiGui Wellness Choir, Oregon Chinese Coalition","February 28, 2026 12:00 pm - 2:00 pm",Free – $18,Lan Su Chinese Garden,"239 NW Everett St, Portland, OR 97209",Not provided in source.,Experience the graceful movement and exciting performances by various local cultural groups celebrating Lunar New Year.,"Dance, Music",https://pdxparent.com/event-single/cultural-performances-at-lan-su-chinese-garden/2026-02-28/,181
The Mother Hips,Lewi Longmire,"February 27, 2026 at 9:00 PM",Not provided in source.,Mississippi Studios,"3939 N Mississippi, Portland, OR 97227",Not provided in source.,"The Mother Hips, a band known for their California rock and soul, will perform at Mississippi Studios. With a history of critically acclaimed albums and notable performances, they will showcase their latest work, *Glowing Lantern*, which reflects themes of comfort and companionship amid uncertainty.","California rock, soul",https://everout.com/portland/events/the-mother-hips/e222159/,235
Slamlandia ft. Prudence Brooks,Prudence Brooks,"February 19, 2026 at 7:00 PM",Not provided in source.,Literary Arts,"Portland, OR",Not provided in source.,"A poetry open mic and poetry slam featuring Prudence Brooks at Literary Arts in Portland, OR. Sign-ups for the open mic start at 6:30 PM, and the show begins at 7:00 PM. The event will include 10 slots for participants in both the open mic and slam.",Poetry,https://www.eventbrite.com/e/slamlandia-ft-prudence-brooks-tickets-1982559716481,65
Daniel Donato’s Cosmic Country,Daniel Donato,"Friday, February 6, 2026, 8 pm",$41.70,Revolution Hall,"1300 SE Stark, Portland, OR 97214",Not provided in source.,"Daniel Donato's Cosmic Country is a high-energy blend of classic country, roadhouse rock, and psychedelic exploration, featuring live performances that vary between jam sessions and sing-alongs.",Country/Folk/Bluegrass,https://everout.com/portland/events/daniel-donatos-cosmic-country/e222850/,119
Minka + Sweet n Juicy + Bikini Drone,"Minka, Sweet n Juicy, Bikini Drone","April 09, 2026, 8:00 PM",$25 DOS,Swan Dive,"727 SE Grand Ave, Portland, OR 97214, USA",joelchristerson@gmail.com,"A live music event featuring performances by Minka, Sweet n Juicy, and Bikini Drone at Swan Dive.",Not provided in source.,https://www.lonelygodpdx.com/events/minka-sweet-n-juicy-bikini-drone-swan-dive,1
HanSang (한상),"Gregory Gourdet, Junghyun “JP” Park, Ellia Park, Bryan Furman","April 3, 2026",Not provided in source.,Kann,"Portland, Oregon",Not provided in source.,"A one-night culinary takeover at Kann featuring Michelin-star chefs Gregory Gourdet, Junghyun “JP” Park, and Ellia Park, with a series of unique dining experiences that celebrate cultural exchange between Korean and Haitian food traditions.",Not provided in source.,https://youroregonnews.com/2026/03/09/michelin-star-chefs-take-over-portland-restaurant-for-one-night/,1
HE IS LEGEND - 'Suck Out The Poison' 20th Anniversary Tour,"He Is Legend, A Lot Like Birds, Lost In Separation","Tuesday, 21 April 2026, 7:00 PM PDT",Not provided in source.,Dante's,"350 West Burnside Street, Portland, OR 97209",Not provided in source.,North Carolina rock act He Is Legend celebrates the 20th anniversary of their album 'Suck Out The Poison' with performances by A Lot Like Birds and Lost In Separation.,"Alternative Rock, Experimental Rock, Metalcore",https://www.ticketweb.com/event/he-is-legend-dantes-tickets/14126964,236
CHURCH OF HIVE - ULTRA HIVE,HUNTER,"Friday, January 30, 2026 (Doors: 9:00 pm)",$6.20,Star Theater,"13 NW Sixth Avenue, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","Church of Hive - Ultra Hive is an event featuring a gothic, industrial, darkwave, dance party hosted by HUNTER.","gothic, industrial, darkwave",https://www.startheaterportland.com/tm-event/church-of-hive-ultra-hive-2/,167
"SILK LETDOWN with Chris Margolin and the Contraband, Don't Tell John and Purusa","Silk Letdown, Chris Margolin and the Contraband, Don't Tell John, Purusa","February 6, 2026, 8:00 pm PST",$20.06,Star Theater,"13 NW Sixth Avenue, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","Silk Letdown, along with Chris Margolin and the Contraband, Don't Tell John, and Purusa, will perform a mix of high-energy riffs, infectious melodies, and blues-infused rock at Star Theater.","Funk rock, grunge, alt-rock, indie rock",https://www.startheaterportland.com/tm-event/silk-letdown-with-chris-margolin-and-the-contraband-dont-tell-john-and-purusa/,237
Latin Dance Night: Valentine’s Edition,Dina y Los Rumberos,"February 14, 2026, 7:00 PM","$14 in advance, $16 on the day of the event",Walters Cultural Arts Center,"Hillsboro, Oregon",cityofhillsboro.ticketspice.com/latin-dance-night-february,The Walters Cultural Arts Center is hosting a special Valentine's edition of its Latin Dance Night featuring a dance lesson followed by live music to celebrate love and connection.,"Latin, Salsa, Cumbia, Afro-Latin",https://forestgrovenewstimes.com/2026/02/02/hillsboros-walters-cultural-center-to-host-latin-dance-night-valentines-edition/,189
Alison Wonderland Presents Ghost World,"Alison Wonderland, WINK","Friday, March 6, 8 pm",$52.25 - $62.75,Roseland Theater,"8 NW 6th, Portland, OR 97209",Not provided in source.,"Alison Wonderland presents Ghost World, a live music event featuring performances by Alison Wonderland and WINK.",EDM/House/Techno,https://everout.com/portland/events/alison-wonderland-presents-ghost-world/e225906/,28
Sticky Fingers at Crystal Ballroom,Sticky Fingers,"April 4, 2026, 8:00 pm - 11:59 pm",Not provided in source.,Crystal Ballroom,"Portland, OR, United States",Not provided in source.,Sticky Fingers are coming to Crystal Ballroom.,Not provided in source.,https://www.kink.fm/event/sticky-fingers-at-crystal-ballroom/,1
The Big Lebowski,Not provided in source.,"March 6, 2026, 7 pm",$10,Mission Theater,"1624 NW Glisan, Portland, OR 97209",Not provided in source.,"The Big Lebowski is a 1998 crime comedy film directed by Joel and Ethan Coen, featuring Jeff Bridges and others. It follows ""The Dude,"" a slacker who becomes involved in a case of mistaken identity, leading to various comedic interactions.",crime comedy,https://everout.com/portland/events/the-big-lebowski/e232322/,238
Happy-Hour Jazz | Dan Balmer: Caminhos Cruzados,Dan Balmer and Caminhos Cruzados,"5th March 2026, 5:00-7:00 PM",$15,Wilf's,"800 NW 6th Avenue at Union Station, Portland, Oregon 97209",503-223-0070,"Join PJCE at Wilf’s for an evening of Happy Hour Jazz featuring Dan Balmer's Caminhos Cruzados, blending original music with well-known tunes, in an intimate and lively setting.",Jazz,https://pjce.org/event/happy-hour-jazz-dan-balmer-caminhos-cruzados/,14
